Outdoor Drybulb Temperature (C),Outdoor Relative Humidity (%),Diffuse Solar Radiation (W/m2),Direct Solar Radiation (W/m2),6h Outdoor Drybulb Temperature (C),12h Outdoor Drybulb Temperature (C),24h Outdoor Drybulb Temperature (C),6h Outdoor Relative Humidity (%),12h Outdoor Relative Humidity (%),24h Outdoor Relative Humidity (%),6h Diffuse Solar Radiation (W/m2),12h Diffuse Solar Radiation (W/m2),24h Diffuse Solar Radiation (W/m2),6h Direct Solar Radiation (W/m2),12h Direct Solar Radiation (W/m2),24h Direct Solar Radiation (W/m2)
28.9,67.24,0.0,0.0,24.89546661737001,32.419098814590555,28.93512092571409,85.02644477022835,56.55691516517063,60.85435893071246,0.0,292.8566151324088,0.0,0.0,550.3866330478442,0.0
27.8,71.67,0.0,0.0,25.242026427528863,34.91335661411227,28.49733590338905,85.07501919850189,47.41312029109415,73.8413751605606,0.0,248.34933739813945,0.0,0.0,704.1516849237071,0.0
26.7,76.43,0.0,0.0,25.51787277757204,35.51540466340848,22.021780564171767,84.99430329487163,43.64487666705408,90.72581723830476,40.35870814296795,201.37419730036197,0.0,13.278291682805786,806.4795289853698,0.0
26.1,79.18,0.0,0.0,27.369206400324487,37.4218554160592,21.58927398519718,75.02683687381469,39.84130109412747,94.98083103080518,126.74199995853292,180.5980393392475,0.0,40.14981690265439,805.0743087511985,0.0
25.6,81.55,0.0,0.0,27.422852262077026,36.43581826173624,24.005767453646964,72.24321515575919,41.20168532601516,97.55939087818244,224.58821754461613,227.2935529451594,0.0,94.29430387736446,696.7199731539898,0.0
25.0,84.51,0.0,0.0,29.035093109375183,37.07561948897408,22.826943368852145,68.50888708764303,43.2765816391725,86.33201163349472,322.11779928941786,286.1236037632724,0.0,265.93709250981686,479.34859079042303,0.0
25.0,84.51,0.0,0.0,32.105072146574216,34.85498863265951,24.380695708880364,56.13960767434975,43.93969494304785,79.0218735741649,284.79572289625565,202.7815310575432,0.0,533.8928170354025,515.9530366647007,0.0
25.0,84.51,0.0,0.0,33.159853020996174,35.74194587303737,24.88295988690389,47.574488245604,47.19280857490942,80.3126871338006,244.36169932200255,165.73501688297924,0.0,696.5344451688352,319.862415439526,0.0
25.4,83.54333333333334,39.5,13.0,36.47266652919027,34.10324664153202,23.13112161716724,43.69385927057797,51.60254024600762,87.97816926894089,201.27544215710748,92.66488631487071,28.840483632672832,780.7583435574514,77.31169160868703,0.0
27.2,74.22,125.0,40.0,36.81805747862012,31.381439661033887,26.012129912539702,39.671605531231066,55.56202026391956,74.09257119049036,182.15975671656423,0.0,76.01534589148346,802.0752473074228,0.0,0.5194165420811536
27.6,71.80333333333334,221.0,92.0,35.41008292665968,32.93543382626532,24.652839423339906,40.848234307370845,58.22232819606734,67.36031189859133,224.5866950354735,0.0,172.21576051536834,682.7933311392173,0.0,12.43312987285797
28.9,67.24,317.0,262.0,34.93822065136354,31.00039379250848,23.645866532323303,42.1567789357781,55.16154996406434,72.98167843151465,278.95124576851345,0.0,227.49445920819812,474.69198213481934,0.0,14.471587389156708
31.7,55.58,284.0,531.0,34.850499142325745,31.236086892872496,24.15080556739498,44.13075036605037,59.630194771010295,72.24213583524134,200.5236506640112,0.0,270.60989042117586,513.521697814113,0.0,61.30298063862241
33.9,47.35,243.5,691.5,34.05599402260925,26.6847444156988,24.891484666772207,46.96701813477434,72.29626782293123,65.3869041981553,161.58953746453508,0.0,169.32952925465122,311.3054574131924,0.0,7.8405055081392945
35.6,43.1,196.5,772.5,34.38152669578848,21.9602555131374,28.073648223495447,51.85646477258816,90.1847768909668,67.50265258624351,91.34844597415308,0.0,215.76877579653137,77.26131403155321,0.0,10.59995147498669
36.7,39.36,180.0,791.5,33.0709730830319,21.910989826571647,29.76695445001127,55.04454750691298,93.23315459782708,66.91910578448585,0.0,0.0,199.59483618000957,0.0,0.0,14.112073019662986
36.1,40.67,221.5,680.0,31.638585740589583,22.438012091413565,28.143799683132425,55.8018108001968,91.6816537957051,62.37091004193998,0.0,0.0,455.5404609803604,0.0,0.0,137.23709479575535
35.6,41.8,277.5,466.5,31.066492376938395,21.5091176438374,31.264009045593845,53.817266707235206,85.8463119358828,60.46219454920016,0.0,0.0,375.7576012725356,0.0,0.0,305.14030933989665
35.6,43.1,200.0,506.5,30.55690264885356,23.390636820168247,30.440338464276493,57.20405750747815,73.24470564297121,56.54631340580144,0.0,0.0,236.2908324311674,0.0,0.0,500.10545675606295
34.4,46.06,161.0,311.0,26.619441567016526,22.854497693302257,33.65690059206609,70.80707735554174,76.56435845135444,51.38842988922177,0.0,0.0,163.90508871493137,0.0,0.0,412.0307730804607
33.9,50.64,90.5,75.5,22.559324895824545,23.957779855495986,32.85328901654031,91.34666582292478,83.9756757403071,58.12826657524312,0.0,27.24165674481068,90.33937542024452,0.0,0.0,310.093930540571
32.8,53.85,0.0,0.0,22.2062357250954,25.01408145882939,28.864714784654275,90.52711795322378,75.03955997886749,69.4183707955543,0.0,75.29732937326538,0.0,0.0,0.5206695338712504,0.0
32.2,55.7,0.0,0.0,22.10060737023714,25.64522657081869,27.408232380006872,90.44434679725438,66.3353243930255,73.1737031199126,0.0,172.91749679723887,0.0,0.0,12.55666256392939,0.0
31.7,53.57,0.0,0.0,21.787892478329358,26.74966591461926,26.86331426973407,87.07521455469771,68.94112420840719,74.07660241107067,0.0,224.3314977692873,0.0,0.0,13.98028708538804,0.0
30.6,57.03,0.0,0.0,23.27628150219612,25.78371776709856,26.529473325106384,73.400940009998,69.2905282586826,77.43779620541183,0.0,280.64076364348443,0.0,0.0,60.98547582194467,0.0
26.1,69.995,0.0,0.0,22.917447528604,26.383619615091227,26.96731291292771,73.91926225916536,65.22223067405073,84.41134324059902,0.0,167.02328323884774,0.0,0.0,7.503592364626528,0.0
22.4,89.41333333333334,0.0,0.0,22.948954780544724,26.23943906308168,27.397681668424827,81.882329454991,65.26650924683423,80.30099237565041,27.637652259138196,211.7857526096909,0.0,0.0,10.238694899197716,0.0
21.95,90.385,0.0,0.0,24.95771397414155,27.0829997537902,25.15762459951449,74.8033260673036,64.87527828564805,88.21800703639701,74.80968190304455,192.7759129944749,0.0,0.5082024817706423,13.435823786484502,0.0
21.95,88.74000000000002,0.0,0.0,25.023261968538684,28.37410447348212,26.029444758073485,64.90323812968087,59.99114990289648,90.414034564772,170.26129526585612,418.1750685388992,0.0,12.174831611357003,128.09368714544198,0.0
22.2,85.26333333333334,0.0,0.0,25.89979903321021,31.40645374168001,25.30722709535286,67.01269794551445,57.69515766022982,90.91167195766492,222.2273336333744,360.902103325035,0.0,13.796838167034284,288.3682051518014,0.0
23.05,72.22,0.0,0.0,25.55825319166,29.72536106424714,24.19085680969097,68.12268962442116,54.66072713957527,89.62796837072271,273.8845154318525,223.81621949628095,0.0,60.23290286266162,479.2330581431072,0.0
22.8,73.46,0.0,0.0,27.67102238642957,30.77509593504201,24.26348070372208,63.94969564158615,50.71945167099421,94.13493663189304,167.82957613951817,157.94301825111123,0.0,7.637157191084524,407.2455975660554,0.0
23.3,81.76,27.0,0.0,27.67627041479009,30.72153087925837,24.936090802723783,66.01735770413495,58.26307266921746,87.78001388365236,206.30351053773705,85.20598695669815,54.27136622405291,10.05937684850432,296.3476517244229,254.18732047105664
24.4,73.74,73.5,0.5,28.22338344290686,27.63671647380166,27.024284268158787,63.71293466346366,65.55669466553752,81.22703812789574,194.4885787226733,0.0,96.41409684649284,13.071496849374258,0.0,548.4828907205374
25.6,64.11,169.5,12.0,28.257890445290464,28.711579285945884,28.7676431405512,60.1216053873805,67.44860144473584,70.6908675168014,427.6450772739775,0.0,130.68382163150275,128.4005738725812,0.0,686.9725689386906
25.6,66.56,217.0,13.5,30.423404951958368,27.60124995408516,32.840764748586714,55.630668533922126,72.46791968385587,67.3338467496629,358.0808243412061,0.0,133.08759491565968,284.2000749319428,0.0,840.0355035261578
25.6,66.56,270.0,59.5,31.42170881033895,26.96430420816836,31.05696723809427,54.33297620061411,79.63555226060858,52.51283713512346,219.120208248491,0.0,149.78604903140487,479.2782518555519,0.0,894.6995732953403
27.2,62.49,164.5,7.5,31.67992574606142,24.81397613673494,32.91476167556562,50.38828415027855,80.37258479115664,47.47318986030668,152.07092369223196,0.0,144.40105277761683,390.9077564084657,0.0,913.1088710906324
27.2,64.86,204.0,10.0,29.668073332347653,24.90869327806404,37.2144520983112,58.25728023244021,81.25473777906447,46.83501392472185,83.677383687127,0.0,171.19278416121855,296.0190147077134,0.0,849.0768674979495
28.3,63.13,192.0,13.0,28.445476033574707,23.210979115673062,38.17338696587886,63.43518980456322,84.66286086623212,42.35729589618915,0.0,0.0,124.91105351005204,0.0,0.0,894.563426760838
28.9,58.76,418.0,126.5,27.73577471617421,22.707501450859308,34.12619108409027,67.47975045701433,88.72779529162668,38.163210147646296,0.0,0.0,158.3923334619308,0.0,0.0,860.9313446720859
30.6,55.3,358.0,280.5,26.91880807562033,23.270359560561506,38.39810964702866,70.5476039537881,88.18157477111068,36.50265242902544,0.0,0.0,221.25839456200688,0.0,0.0,680.9387303638398
31.1,53.75,216.5,468.0,26.26065165995913,24.714428823546537,37.19474533711547,76.4626940788952,89.52235714460545,36.91940903968363,0.0,0.0,193.0073733182959,0.0,0.0,598.0635730449288
31.7,50.07,151.0,388.5,26.325284686520916,24.05146624951041,33.10600666415056,77.96109627356655,91.23730949111636,39.70435100241289,0.0,0.0,86.78503427463828,0.0,0.0,735.90964486985
30.0,57.23,83.0,293.5,24.51157586949961,25.063733964200612,35.92634293690858,80.8958586025163,83.29255740542531,39.57743133428468,0.0,52.25484939690349,63.07667774375333,0.0,240.01264684278317,515.2360377230757
28.3,63.13,0.0,0.0,24.377724629906847,25.15684766514598,29.927510012359537,83.02353932441694,78.03133890782355,44.08648489378897,0.0,97.43651760599136,0.0,0.0,538.2645423426775,0.0
27.8,67.01,0.0,0.0,24.393109143677204,27.61962569851844,29.70340948145609,88.58965612182617,68.33789888346867,48.05976731802173,0.0,126.19775786135386,0.0,0.0,668.9197524386972,0.0
27.2,69.4,0.0,0.0,23.97205607996214,28.884055735628323,27.301529164010496,88.7715660649423,61.24451397372857,56.7072639402653,0.0,133.336618808264,0.0,0.0,775.8009156858965,0.0
26.7,76.43,0.0,0.0,23.62742679041538,33.66592831862085,31.32545770357132,89.39851777061918,52.89075361958326,62.46139788678988,0.0,143.36842077015328,0.0,0.0,850.0489941786493,0.0
26.1,76.8,0.0,0.0,24.37671413783803,32.5876022736484,26.62200218033889,88.22633494269218,46.238541896362825,76.94752581786459,0.0,142.56996822822006,0.0,0.0,854.337063977097,0.0
25.0,79.02,0.0,0.0,24.50719576533347,34.945248852332526,24.945462833800757,83.53369209620534,43.62019930188245,83.88207417980439,51.15276968404152,161.5673455778313,0.0,234.7769945284532,876.1991875811319,0.0
24.4,81.9,0.0,0.0,26.136997143166,36.13414063531515,25.15415822630112,77.99509597429581,40.35693229568914,89.62912519802255,94.18042149678432,125.01811955171794,0.0,527.2286471208321,896.6311219151157,0.0
23.9,87.54,0.0,0.0,28.77026010750932,35.14070556320326,25.126414973312137,68.61840877343815,38.23230386269662,87.4713992411908,124.903666329572,155.81557858671886,0.0,661.1184683563014,831.8183833452939,0.0
23.9,87.54,0.0,0.0,29.67465202624476,36.98089702506255,26.006217316047184,62.57241097534183,37.158072986196565,82.29370324222825,132.30422654837145,215.1750282621885,0.0,780.3679470649192,666.1038774133723,0.0
23.9,88.89500000000002,0.0,0.0,32.58246522440817,38.49317132710826,24.426881918499284,52.68503387233513,34.255164870093374,84.74580557131493,141.32566681549997,191.7289123911703,0.0,821.599405456331,564.9799640465025,0.0
24.15,87.60499999999998,0.0,0.0,33.336101454734525,36.98677120277874,25.242200293719453,46.876735384881776,37.713711635895166,89.62689302038015,139.93219633842008,87.20570252751389,0.0,871.6363007584977,686.9718722010307,0.0
25.0,81.97,50.0,233.5,34.8151697868236,33.30020873373708,25.331832864766906,43.43752367192181,38.92035036801495,77.18629167918446,159.99753191957154,62.87330526551505,53.487646686135065,857.685747759291,506.9592060111518,164.05067182186738
25.85,77.94999999999997,93.5,526.5,35.89176409392697,33.629397212973764,28.565775653382964,39.75970708378944,43.67897539663183,75.80614963805034,124.00908259198468,0.0,125.78857766855047,904.5386515460816,0.0,365.559725978776
28.3,67.53,122.0,659.0,36.954577252599904,30.466710087179894,31.174936909691404,37.41580115781731,47.760730815206415,69.90093919217503,153.25690550389197,0.0,133.2112319665156,812.5212815509497,0.0,646.3750539972864
30.0,61.22,130.0,766.5,36.99777122305943,29.66744953223755,30.37903707483133,35.5094961091446,55.98494391009944,63.08134266456965,207.44362132292304,0.0,127.52026595184404,646.2300886783989,0.0,805.929662453282
32.2,52.08,139.5,815.5,35.784255822407246,29.268594882389117,34.66719794379538,34.92477670326361,63.779280209216765,55.16245386994504,190.25241945331396,0.0,140.47587265678064,556.3801711995926,0.0,876.7315234871694
33.9,45.92,139.5,850.5,35.275293026266866,27.172923510323308,33.80634753284635,36.53878062439409,73.92385083125238,46.119350950432526,86.80379082731227,0.0,139.80650653182022,681.388858951493,0.0,929.0325841996616
35.0,43.21,156.5,840.0,34.0794389018712,26.232168355030318,34.35610725822572,38.854585589785295,82.65222065582628,42.19986128184657,62.38041195881611,0.0,140.89071196297076,493.6393849207046,0.0,927.4451822282456
36.1,39.19,122.0,884.0,33.05003430075136,26.845951092866272,38.67076259230639,42.64192449894029,85.79671022439769,44.46381415046655,0.0,0.0,139.97069100003975,0.0,0.0,869.1362649735858
36.1,36.61,152.0,808.5,31.13238749054308,26.20099846508394,37.62505156590547,47.34598644608763,82.13852077426284,38.65498009402825,0.0,0.0,135.23285060732823,0.0,0.0,860.2516426886957
36.7,35.43,207.0,640.0,29.59091192837309,24.84730552727877,40.128280389924775,56.22988001770772,83.60025106025294,37.07246558130549,0.0,0.0,130.88160686577848,0.0,0.0,810.4761427010716
36.7,34.12,190.0,550.0,28.48480361724199,24.470372577124177,31.503052879337428,61.63569969343699,81.80573162954285,40.558083371851545,0.0,0.0,120.89042499824367,0.0,0.0,780.2214142616
35.6,36.24,86.5,675.5,27.35501420042443,26.00147392569325,35.263269513843,72.3106138427202,86.61821049805135,45.73172312449945,0.0,0.0,100.29986313002031,0.0,0.0,665.5996833885511
34.4,38.72,61.5,485.5,25.476523300824265,27.288548392388275,32.242610382986484,80.84594346433774,77.82981111931389,46.94719915837977,0.0,49.21358011015467,70.53786521481766,0.0,152.18256181450866,482.6216952632799
32.8,42.34,0.0,0.0,26.12171716297854,27.466518880347905,32.22079619389646,82.7690976654868,76.8284114730677,51.09762268885765,0.0,121.88642779864924,0.0,0.0,339.9268309585982,0.0
31.7,46.76,0.0,0.0,24.967879846489915,29.50784371024792,32.961864913410714,82.24528401529925,70.81874963033697,53.7948614821368,0.0,133.96972918458647,0.0,0.0,644.1508322815703,0.0
30.0,55.15,0.0,0.0,25.851622187798743,31.808719326781013,28.004303179042303,81.61385250502747,59.03612833787175,55.724074766782174,0.0,122.52635894327427,0.0,0.0,787.8239084793814,0.0
28.9,60.97,0.0,0.0,25.3627940310011,33.40522469301105,27.290972127285155,83.12302779055219,53.91496414761853,66.48291380908499,0.0,131.62737153776504,0.0,0.0,840.7525783694525,0.0
27.2,72.0,0.0,0.0,24.68109986210693,33.91071243211354,28.98817166828602,85.61859836096394,48.06302665592701,71.96850377997531,0.0,137.0651335670415,0.0,0.0,878.3244911299258,0.0
26.1,79.18,0.0,0.0,26.340541944757454,35.56904032850301,27.302740714597547,77.55671694357363,42.28945656094352,76.61707791078749,49.79092681781792,138.3019135091954,0.0,153.35933260907586,880.4834124819895,0.0
25.85,81.83,0.0,0.0,27.000536894565816,37.002867887574354,24.269377819779912,74.44710940861874,40.94279335558733,81.95943846029171,118.69133287640022,139.2716433186808,0.0,340.0169485301472,862.6448037795872,0.0
25.6,81.55,0.0,0.0,28.71047580954188,34.992276725063405,26.807629504968112,68.24265036260351,37.24385913415254,87.72597335150517,130.95083097946028,133.68571423379183,0.0,630.1313605380479,862.8300786336893,0.0
25.6,81.55,0.0,0.0,31.741261878900904,37.1500402576231,22.82364541409389,57.61388050073254,38.345576291332016,84.0741515977754,124.0783659745433,124.23931851395064,0.0,783.3972905157665,826.7145774025781,0.0
25.6,81.55,0.0,0.0,32.25165007296919,36.19410453442729,25.457630478698857,53.3748524139777,39.47993502681626,89.13534377932028,133.00104512146157,113.34366324054132,0.0,839.6806540795567,765.3800938303381,0.0
25.0,84.51,0.0,0.0,34.474530330069115,35.32318529366453,26.900076142760696,46.366001620914886,44.47944712997106,94.52564522659756,137.1710923935431,93.6623139495659,0.0,857.9152961494178,667.9248031510351,0.0
26.1,76.8,49.0,151.0,35.232151645771275,32.54972556940261,26.78730458905557,42.38207384186074,45.83558647912552,86.62847905640507,140.79550497913422,66.02482935814304,56.19887985045661,871.6327929672334,481.1800992801199,81.60234492190854
26.7,74.14,117.5,336.0,36.605929615821545,32.12106474014519,26.45656900637776,41.62112093899648,48.34696925811711,85.9006308494813,137.8376044394928,0.0,111.21628914514156,872.3495743138332,0.0,353.01956445456824
28.566666666666663,67.64333333333333,130.0,616.5,36.88777999064335,32.41145437803537,28.78585344053747,37.44114892601634,51.001204763225125,72.82888968901592,133.57201245744068,0.0,175.5640061779035,858.8571751603982,0.0,469.41076422258703
31.1,57.5,121.5,778.0,36.21965097627982,29.52416473627737,30.500486475793416,36.6827576779117,55.54018788133792,70.75466469302522,123.13004926759632,0.0,299.85740391154866,823.9466481531572,0.0,364.04364919172406
32.8,52.24,130.0,826.0,34.28338414081819,29.18662003852696,33.645891068295484,39.29907848124467,63.471359013472686,57.77497319053403,111.22577411690102,0.0,375.8382981030253,752.8928864741077,0.0,402.5096838618632
33.9,45.92,136.0,852.5,33.7719028886448,27.669871815018563,36.20511909607912,43.28734392709274,72.98093820690391,46.023421245151376,93.54895044845097,0.0,446.5890747584063,655.9561451799041,0.0,447.6461253400648
